hospital_drug_id,generic_name_cn,generic_name_en,trade_name_cn,strength,dosage_form,route,atc_code,rxnorm_rxcui,insurance_code,manufacturer,in_formulary,in_stock,high_alert,antibiotic_level,narcotic_class,restricted_dept,alternatives
H-DEMO-00556,德谷胰岛素,insulin degludec,Tresiba,50mg,片剂,PO,A10XX01,1670007,8690000000556,豪森药业,1,1,0,0,0,,
H-DEMO-00557,门冬胰岛素,insulin aspart,诺和锐,25mg,片剂,PO,A10XX01,51428,8690000000557,人福医药,1,1,0,0,0,,
H-DEMO-00558,门冬胰岛素,insulin aspart,诺和锐,50mg,片剂,PO,A10XX01,51428,8690000000558,华北制药,1,1,0,0,0,,
H-DEMO-00559,门冬胰岛素,insulin aspart,诺和锐,100mg,片剂,PO,A10XX01,51428,8690000000559,扬子江药业,1,1,0,0,0,,
H-DEMO-00560,赖脯胰岛素,insulin lispro,Humalog,25mg,片剂,PO,A10XX01,86009,8690000000560,恒瑞医药,1,1,0,0,0,,
H-DEMO-00561,赖脯胰岛素,insulin lispro,Humalog,50mg,片剂,PO,A10XX01,86009,8690000000561,石药集团,1,1,0,0,0,,
H-DEMO-00562,赖脯胰岛素,insulin lispro,Humalog,100mg,片剂,PO,A10XX01,86009,8690000000562,中国生物,1,1,0,0,0,,
H-DEMO-00563,精蛋白锌胰岛素,insulin nph,万苏林,25mg,片剂,PO,A10XX01,5856,8690000000563,拜耳,1,1,0,0,0,,
H-DEMO-00564,精蛋白锌胰岛素,insulin nph,万苏林,50mg,片剂,PO,A10XX01,5856,8690000000564,辉瑞,1,1,0,0,0,,
H-DEMO-00565,精蛋白锌胰岛素,insulin nph,万苏林,100mg,片剂,PO,A10XX01,5856,8690000000565,诺华,1,1,0,0,0,,
H-DEMO-00566,头孢唑啉,cefazolin,先锋V,0.5g,粉针,IV,J01XX01,2180,8690000000566,赛诺菲,1,1,0,3,0,,
H-DEMO-00567,头孢唑啉,cefazolin,先锋V,1g,粉针,IV,J01XX01,2180,8690000000567,AstraZeneca,1,1,0,3,0,,
H-DEMO-00568,头孢唑啉,cefazolin,先锋V,1.5g,粉针,IV,J01XX01,2180,8690000000568,罗氏,1,1,0,3,0,,
H-DEMO-00569,头孢拉定,cefradine,先锋VI,0.5g,粉针,IV,J01XX01,2230,8690000000569,齐鲁制药,1,1,0,3,0,,
H-DEMO-00570,头孢拉定,cefradine,先锋VI,1g,粉针,IV,J01XX01,2230,8690000000570,复星医药,1,1,0,3,0,,
H-DEMO-00571,头孢拉定,cefradine,先锋VI,1.5g,粉针,IV,J01XX01,2230,8690000000571,科伦药业,1,1,0,3,0,,
H-DEMO-00572,头孢羟氨苄,cefadroxil,Duricef,0.5g,粉针,IV,J01XX01,2179,8690000000572,华润双鹤,1,1,0,3,0,,
H-DEMO-00573,头孢羟氨苄,cefadroxil,Duricef,1g,粉针,IV,J01XX01,2179,8690000000573,正大天晴,1,1,0,3,0,,
H-DEMO-00574,头孢羟氨苄,cefadroxil,Duricef,1.5g,粉针,IV,J01XX01,2179,8690000000574,豪森药业,1,1,0,3,0,,
H-DEMO-00575,头孢孟多,cefamandole,Mandol,0.5g,粉针,IV,J01XX01,2181,8690000000575,人福医药,1,1,0,3,0,,
H-DEMO-00576,头孢孟多,cefamandole,Mandol,1g,粉针,IV,J01XX01,2181,8690000000576,华北制药,1,1,0,3,0,,
H-DEMO-00577,头孢孟多,cefamandole,Mandol,1.5g,粉针,IV,J01XX01,2181,8690000000577,扬子江药业,1,1,0,3,0,,
H-DEMO-00578,头孢美唑,cefmetazole,Zefazone,0.5g,粉针,IV,J01XX01,2188,8690000000578,恒瑞医药,1,1,0,3,0,,
H-DEMO-00579,头孢美唑,cefmetazole,Zefazone,1g,粉针,IV,J01XX01,2188,8690000000579,石药集团,1,1,0,3,0,,
H-DEMO-00580,头孢美唑,cefmetazole,Zefazone,1.5g,粉针,IV,J01XX01,2188,8690000000580,中国生物,1,1,0,3,0,,
H-DEMO-00581,头孢西丁,cefoxitin,Mefoxin,0.5g,粉针,IV,J01XX01,2192,8690000000581,拜耳,1,1,0,3,0,,
H-DEMO-00582,头孢西丁,cefoxitin,Mefoxin,1g,粉针,IV,J01XX01,2192,8690000000582,辉瑞,1,1,0,3,0,,
H-DEMO-00583,头孢西丁,cefoxitin,Mefoxin,1.5g,粉针,IV,J01XX01,2192,8690000000583,诺华,1,1,0,3,0,,
H-DEMO-00584,头孢噻肟,cefotaxime,Claforan,0.5g,粉针,IV,J01XX01,2186,8690000000584,赛诺菲,1,1,0,3,0,,
H-DEMO-00585,头孢噻肟,cefotaxime,Claforan,1g,粉针,IV,J01XX01,2186,8690000000585,AstraZeneca,1,1,0,3,0,,
H-DEMO-00586,头孢噻肟,cefotaxime,Claforan,1.5g,粉针,IV,J01XX01,2186,8690000000586,罗氏,1,1,0,3,0,,
H-DEMO-00587,头孢哌酮,cefoperazone,先锋必,0.5g,粉针,IV,J01XX01,2185,8690000000587,齐鲁制药,1,1,0,3,0,,
H-DEMO-00588,头孢哌酮,cefoperazone,先锋必,1g,粉针,IV,J01XX01,2185,8690000000588,复星医药,1,1,0,3,0,,
H-DEMO-00589,头孢哌酮,cefoperazone,先锋必,1.5g,粉针,IV,J01XX01,2185,8690000000589,科伦药业,1,1,0,3,0,,
H-DEMO-00590,头孢地尼,cefdinir,Omnicef,0.5g,粉针,IV,J01XX01,2178,8690000000590,华润双鹤,1,1,0,3,0,,
H-DEMO-00591,头孢地尼,cefdinir,Omnicef,1g,粉针,IV,J01XX01,2178,8690000000591,正大天晴,1,1,0,3,0,,
H-DEMO-00592,头孢地尼,cefdinir,Omnicef,1.5g,粉针,IV,J01XX01,2178,8690000000592,豪森药业,1,1,0,3,0,,
H-DEMO-00593,头孢泊肟,cefpodoxime,Vantin,0.5g,粉针,IV,J01XX01,2190,8690000000593,人福医药,1,1,0,3,0,,
H-DEMO-00594,头孢泊肟,cefpodoxime,Vantin,1g,粉针,IV,J01XX01,2190,8690000000594,华北制药,1,1,0,3,0,,
H-DEMO-00595,头孢泊肟,cefpodoxime,Vantin,1.5g,粉针,IV,J01XX01,2190,8690000000595,扬子江药业,1,1,0,3,0,,
H-DEMO-00596,头孢丙烯,cefprozil,Cefzil,0.5g,粉针,IV,J01XX01,2191,8690000000596,恒瑞医药,1,1,0,3,0,,
H-DEMO-00597,头孢丙烯,cefprozil,Cefzil,1g,粉针,IV,J01XX01,2191,8690000000597,石药集团,1,1,0,3,0,,
H-DEMO-00598,头孢丙烯,cefprozil,Cefzil,1.5g,粉针,IV,J01XX01,2191,8690000000598,中国生物,1,1,0,3,0,,
H-DEMO-00599,利奈唑胺,linezolid,Zyvox,0.5g,粉针,IV,J01XX01,190376,8690000000599,拜耳,1,1,0,3,0,,
H-DEMO-00600,利奈唑胺,linezolid,Zyvox,1g,粉针,IV,J01XX01,190376,8690000000600,辉瑞,1,1,0,3,0,,
H-DEMO-00601,利奈唑胺,linezolid,Zyvox,1.5g,粉针,IV,J01XX01,190376,8690000000601,诺华,1,1,0,3,0,,
H-DEMO-00602,万古霉素,vancomycin,稳可信,1g,粉针,IV,J01XX01,11124,8690000000602,赛诺菲,1,1,0,3,0,,
H-DEMO-00603,万古霉素,vancomycin,稳可信,1.5g,粉针,IV,J01XX01,11124,8690000000603,AstraZeneca,1,1,0,3,0,,
H-DEMO-00604,替考拉宁,teicoplanin,Targocid,0.5g,粉针,IV,J01XX01,10627,8690000000604,罗氏,1,1,0,3,0,,
H-DEMO-00605,替考拉宁,teicoplanin,Targocid,1g,粉针,IV,J01XX01,10627,8690000000605,齐鲁制药,1,1,0,3,0,,
H-DEMO-00606,替考拉宁,teicoplanin,Targocid,1.5g,粉针,IV,J01XX01,10627,8690000000606,复星医药,1,1,0,3,0,,
H-DEMO-00607,达托霉素,daptomycin,Cubicin,0.5g,粉针,IV,J01XX01,22299,8690000000607,科伦药业,1,1,0,3,0,,
H-DEMO-00608,达托霉素,daptomycin,Cubicin,1g,粉针,IV,J01XX01,22299,8690000000608,华润双鹤,1,1,0,3,0,,
H-DEMO-00609,达托霉素,daptomycin,Cubicin,1.5g,粉针,IV,J01XX01,22299,8690000000609,正大天晴,1,1,0,3,0,,
H-DEMO-00610,替加环素,tigecycline,Tygacil,0.5g,粉针,IV,J01XX01,384455,8690000000610,豪森药业,1,1,0,3,0,,
H-DEMO-00611,替加环素,tigecycline,Tygacil,1g,粉针,IV,J01XX01,384455,8690000000611,人福医药,1,1,0,3,0,,
H-DEMO-00612,替加环素,tigecycline,Tygacil,1.5g,粉针,IV,J01XX01,384455,8690000000612,华北制药,1,1,0,3,0,,
H-DEMO-00613,多黏菌素B,polymyxin b,Polymyxin B,0.5g,粉针,IV,J01XX01,8536,8690000000613,扬子江药业,1,1,0,3,0,,
H-DEMO-00614,多黏菌素B,polymyxin b,Polymyxin B,1g,粉针,IV,J01XX01,8536,8690000000614,恒瑞医药,1,1,0,3,0,,
H-DEMO-00615,多黏菌素B,polymyxin b,Polymyxin B,1.5g,粉针,IV,J01XX01,8536,8690000000615,石药集团,1,1,0,3,0,,
H-DEMO-00616,黏菌素,colistin,Colistin,0.5g,粉针,IV,J01XX01,2709,8690000000616,中国生物,1,1,0,3,0,,
H-DEMO-00617,黏菌素,colistin,Colistin,1g,粉针,IV,J01XX01,2709,8690000000617,拜耳,1,1,0,3,0,,
H-DEMO-00618,黏菌素,colistin,Colistin,1.5g,粉针,IV,J01XX01,2709,8690000000618,辉瑞,1,1,0,3,0,,
H-DEMO-00619,磷霉素,fosfomycin,Monurol,0.5g,粉针,IV,J01XX01,4441,8690000000619,诺华,1,1,0,3,0,,
H-DEMO-00620,磷霉素,fosfomycin,Monurol,1g,粉针,IV,J01XX01,4441,8690000000620,赛诺菲,1,1,0,3,0,,
H-DEMO-00621,磷霉素,fosfomycin,Monurol,1.5g,粉针,IV,J01XX01,4441,8690000000621,AstraZeneca,1,1,0,3,0,,
H-DEMO-00622,呋喃妥因,nitrofurantoin,Macrodantin,0.5g,粉针,IV,J01XX01,7454,8690000000622,罗氏,1,1,0,3,0,,
H-DEMO-00623,呋喃妥因,nitrofurantoin,Macrodantin,1g,粉针,IV,J01XX01,7454,8690000000623,齐鲁制药,1,1,0,3,0,,
H-DEMO-00624,呋喃妥因,nitrofurantoin,Macrodantin,1.5g,粉针,IV,J01XX01,7454,8690000000624,复星医药,1,1,0,3,0,,
H-DEMO-00625,利福平,rifampin,Rifadin,0.5g,粉针,IV,J01XX01,9384,8690000000625,科伦药业,1,1,0,3,0,,
H-DEMO-00626,利福平,rifampin,Rifadin,1g,粉针,IV,J01XX01,9384,8690000000626,华润双鹤,1,1,0,3,0,,
H-DEMO-00627,利福平,rifampin,Rifadin,1.5g,粉针,IV,J01XX01,9384,8690000000627,正大天晴,1,1,0,3,0,,
H-DEMO-00628,利福喷丁,rifapentine,Priftin,0.5g,粉针,IV,J01XX01,35636,8690000000628,豪森药业,1,1,0,3,0,,
H-DEMO-00629,利福喷丁,rifapentine,Priftin,1g,粉针,IV,J01XX01,35636,8690000000629,人福医药,1,1,0,3,0,,
H-DEMO-00630,利福喷丁,rifapentine,Priftin,1.5g,粉针,IV,J01XX01,35636,8690000000630,华北制药,1,1,0,3,0,,
H-DEMO-00631,异烟肼,isoniazid,Isoniazid,0.5g,粉针,IV,J01XX01,6038,8690000000631,扬子江药业,1,1,0,3,0,,
H-DEMO-00632,异烟肼,isoniazid,Isoniazid,1g,粉针,IV,J01XX01,6038,8690000000632,恒瑞医药,1,1,0,3,0,,
H-DEMO-00633,异烟肼,isoniazid,Isoniazid,1.5g,粉针,IV,J01XX01,6038,8690000000633,石药集团,1,1,0,3,0,,
H-DEMO-00634,乙胺丁醇,ethambutol,Myambutol,0.5g,粉针,IV,J01XX01,4119,8690000000634,中国生物,1,1,0,3,0,,
H-DEMO-00635,乙胺丁醇,ethambutol,Myambutol,1g,粉针,IV,J01XX01,4119,8690000000635,拜耳,1,1,0,3,0,,
H-DEMO-00636,乙胺丁醇,ethambutol,Myambutol,1.5g,粉针,IV,J01XX01,4119,8690000000636,辉瑞,1,1,0,3,0,,
H-DEMO-00637,吡嗪酰胺,pyrazinamide,Pyrazinamide,0.5g,粉针,IV,J01XX01,8687,8690000000637,诺华,1,1,0,3,0,,
H-DEMO-00638,吡嗪酰胺,pyrazinamide,Pyrazinamide,1g,粉针,IV,J01XX01,8687,8690000000638,赛诺菲,1,1,0,3,0,,
H-DEMO-00639,吡嗪酰胺,pyrazinamide,Pyrazinamide,1.5g,粉针,IV,J01XX01,8687,8690000000639,AstraZeneca,1,1,0,3,0,,
H-DEMO-00640,链霉素,streptomycin,Streptomycin,0.5g,粉针,IV,J01XX01,10109,8690000000640,罗氏,1,1,0,3,0,,
H-DEMO-00641,链霉素,streptomycin,Streptomycin,1g,粉针,IV,J01XX01,10109,8690000000641,齐鲁制药,1,1,0,3,0,,
H-DEMO-00642,链霉素,streptomycin,Streptomycin,1.5g,粉针,IV,J01XX01,10109,8690000000642,复星医药,1,1,0,3,0,,
H-DEMO-00643,伊曲康唑,itraconazole,Sporanox,1ml,注射液,IV,J02XX01,28031,8690000000643,科伦药业,1,1,0,3,0,,
H-DEMO-00644,伊曲康唑,itraconazole,Sporanox,2ml,注射液,IV,J02XX01,28031,8690000000644,华润双鹤,1,1,0,3,0,,
H-DEMO-00645,伊曲康唑,itraconazole,Sporanox,5ml,注射液,IV,J02XX01,28031,8690000000645,正大天晴,1,1,0,3,0,,
H-DEMO-00646,泊沙康唑,posaconazole,Noxafil,1ml,注射液,IV,J02XX01,282446,8690000000646,豪森药业,1,1,0,3,0,,
H-DEMO-00647,泊沙康唑,posaconazole,Noxafil,2ml,注射液,IV,J02XX01,282446,8690000000647,人福医药,1,1,0,3,0,,
H-DEMO-00648,泊沙康唑,posaconazole,Noxafil,5ml,注射液,IV,J02XX01,282446,8690000000648,华北制药,1,1,0,3,0,,
H-DEMO-00649,卡泊芬净,caspofungin,Cancidas,5ml,注射液,IV,J02XX01,140108,8690000000649,扬子江药业,1,1,0,3,0,,
H-DEMO-00650,卡泊芬净,caspofungin,Cancidas,10ml,注射液,IV,J02XX01,140108,8690000000650,恒瑞医药,1,1,0,3,0,,
H-DEMO-00651,卡泊芬净,caspofungin,Cancidas,100ml,注射液,IV,J02XX01,140108,8690000000651,石药集团,1,1,0,3,0,,
H-DEMO-00652,米卡芬净,micafungin,Mycamine,1ml,注射液,IV,J02XX01,280790,8690000000652,中国生物,1,1,0,3,0,,
H-DEMO-00653,米卡芬净,micafungin,Mycamine,2ml,注射液,IV,J02XX01,280790,8690000000653,拜耳,1,1,0,3,0,,
H-DEMO-00654,米卡芬净,micafungin,Mycamine,5ml,注射液,IV,J02XX01,280790,8690000000654,辉瑞,1,1,0,3,0,,
H-DEMO-00655,两性霉素B,amphotericin b,Fungizone,5ml,注射液,IV,J02XX01,7833,8690000000655,诺华,1,1,0,3,0,,
H-DEMO-00656,两性霉素B,amphotericin b,Fungizone,10ml,注射液,IV,J02XX01,7833,8690000000656,赛诺菲,1,1,0,3,0,,
H-DEMO-00657,两性霉素B,amphotericin b,Fungizone,100ml,注射液,IV,J02XX01,7833,8690000000657,AstraZeneca,1,1,0,3,0,,
H-DEMO-00658,制霉素,nystatin,Mycostatin,5ml,注射液,IV,J02XX01,7597,8690000000658,罗氏,1,1,0,3,0,,
H-DEMO-00659,制霉素,nystatin,Mycostatin,10ml,注射液,IV,J02XX01,7597,8690000000659,齐鲁制药,1,1,0,3,0,,
H-DEMO-00660,制霉素,nystatin,Mycostatin,100ml,注射液,IV,J02XX01,7597,8690000000660,复星医药,1,1,0,3,0,,
H-DEMO-00661,特比萘芬,terbinafine,Lamisil,1ml,注射液,IV,J02XX01,10603,8690000000661,科伦药业,1,1,0,3,0,,
H-DEMO-00662,特比萘芬,terbinafine,Lamisil,2ml,注射液,IV,J02XX01,10603,8690000000662,华润双鹤,1,1,0,3,0,,
H-DEMO-00663,特比萘芬,terbinafine,Lamisil,5ml,注射液,IV,J02XX01,10603,8690000000663,正大天晴,1,1,0,3,0,,
H-DEMO-00664,克霉唑,clotrimazole,Canesten,5ml,注射液,IV,J02XX01,2623,8690000000664,豪森药业,1,1,0,3,0,,
H-DEMO-00665,克霉唑,clotrimazole,Canesten,10ml,注射液,IV,J02XX01,2623,8690000000665,人福医药,1,1,0,3,0,,
H-DEMO-00666,克霉唑,clotrimazole,Canesten,100ml,注射液,IV,J02XX01,2623,8690000000666,华北制药,1,1,0,3,0,,
H-DEMO-00667,咪康唑,miconazole,Monistat,1ml,注射液,IV,J02XX01,6932,8690000000667,扬子江药业,1,1,0,3,0,,
H-DEMO-00668,咪康唑,miconazole,Monistat,2ml,注射液,IV,J02XX01,6932,8690000000668,恒瑞医药,1,1,0,3,0,,
H-DEMO-00669,咪康唑,miconazole,Monistat,5ml,注射液,IV,J02XX01,6932,8690000000669,石药集团,1,1,0,3,0,,
H-DEMO-00670,酮康唑,ketoconazole,Nizoral,5ml,注射液,IV,J02XX01,6135,8690000000670,中国生物,1,1,0,3,0,,
H-DEMO-00671,酮康唑,ketoconazole,Nizoral,10ml,注射液,IV,J02XX01,6135,8690000000671,拜耳,1,1,0,3,0,,
H-DEMO-00672,酮康唑,ketoconazole,Nizoral,100ml,注射液,IV,J02XX01,6135,8690000000672,辉瑞,1,1,0,3,0,,
H-DEMO-00673,更昔洛韦,ganciclovir,Cytovene,5ml,注射液,IV,J05XX01,4678,8690000000673,诺华,1,1,0,3,0,,
H-DEMO-00674,更昔洛韦,ganciclovir,Cytovene,10ml,注射液,IV,J05XX01,4678,8690000000674,赛诺菲,1,1,0,3,0,,
H-DEMO-00675,更昔洛韦,ganciclovir,Cytovene,100ml,注射液,IV,J05XX01,4678,8690000000675,AstraZeneca,1,1,0,3,0,,
H-DEMO-00676,缬更昔洛韦,valganciclovir,Valcyte,1ml,注射液,IV,J05XX01,275891,8690000000676,罗氏,1,1,0,3,0,,
H-DEMO-00677,缬更昔洛韦,valganciclovir,Valcyte,2ml,注射液,IV,J05XX01,275891,8690000000677,齐鲁制药,1,1,0,3,0,,
H-DEMO-00678,缬更昔洛韦,valganciclovir,Valcyte,5ml,注射液,IV,J05XX01,275891,8690000000678,复星医药,1,1,0,3,0,,
H-DEMO-00679,阿昔洛韦,acyclovir,Zovirax,1ml,注射液,IV,J05XX01,281,8690000000679,科伦药业,1,1,0,3,0,,
H-DEMO-00680,阿昔洛韦,acyclovir,Zovirax,2ml,注射液,IV,J05XX01,281,8690000000680,华润双鹤,1,1,0,3,0,,
H-DEMO-00681,阿昔洛韦,acyclovir,Zovirax,5ml,注射液,IV,J05XX01,281,8690000000681,正大天晴,1,1,0,3,0,,
H-DEMO-00682,伐昔洛韦,valacyclovir,Valtrex,2ml,注射液,IV,J05XX01,73645,8690000000682,豪森药业,1,1,0,3,0,,
H-DEMO-00683,伐昔洛韦,valacyclovir,Valtrex,5ml,注射液,IV,J05XX01,73645,8690000000683,人福医药,1,1,0,3,0,,
H-DEMO-00684,伐昔洛韦,valacyclovir,Valtrex,10ml,注射液,IV,J05XX01,73645,8690000000684,华北制药,1,1,0,3,0,,
H-DEMO-00685,泛昔洛韦,famciclovir,Famvir,1ml,注射液,IV,J05XX01,114477,8690000000685,扬子江药业,1,1,0,3,0,,
H-DEMO-00686,泛昔洛韦,famciclovir,Famvir,2ml,注射液,IV,J05XX01,114477,8690000000686,恒瑞医药,1,1,0,3,0,,
H-DEMO-00687,泛昔洛韦,famciclovir,Famvir,5ml,注射液,IV,J05XX01,114477,8690000000687,石药集团,1,1,0,3,0,,
H-DEMO-00688,拉米夫定,lamivudine,Epivir,1ml,注射液,IV,J05XX01,68244,8690000000688,中国生物,1,1,0,3,0,,
H-DEMO-00689,拉米夫定,lamivudine,Epivir,2ml,注射液,IV,J05XX01,68244,8690000000689,拜耳,1,1,0,3,0,,
H-DEMO-00690,拉米夫定,lamivudine,Epivir,5ml,注射液,IV,J05XX01,68244,8690000000690,辉瑞,1,1,0,3,0,,
H-DEMO-00691,恩替卡韦,entecavir,Baraclude,1ml,注射液,IV,J05XX01,284520,8690000000691,诺华,1,1,0,3,0,,
H-DEMO-00692,恩替卡韦,entecavir,Baraclude,2ml,注射液,IV,J05XX01,284520,8690000000692,赛诺菲,1,1,0,3,0,,
H-DEMO-00693,恩替卡韦,entecavir,Baraclude,5ml,注射液,IV,J05XX01,284520,8690000000693,AstraZeneca,1,1,0,3,0,,
H-DEMO-00694,替诺福韦,tenofovir,Viread,1ml,注射液,IV,J05XX01,259966,8690000000694,罗氏,1,1,0,3,0,,
H-DEMO-00695,替诺福韦,tenofovir,Viread,2ml,注射液,IV,J05XX01,259966,8690000000695,齐鲁制药,1,1,0,3,0,,
H-DEMO-00696,替诺福韦,tenofovir,Viread,5ml,注射液,IV,J05XX01,259966,8690000000696,复星医药,1,1,0,3,0,,
H-DEMO-00697,索磷布韦,sofosbuvir,Sovaldi,2ml,注射液,IV,J05XX01,1484911,8690000000697,科伦药业,1,1,0,3,0,,
H-DEMO-00698,索磷布韦,sofosbuvir,Sovaldi,5ml,注射液,IV,J05XX01,1484911,8690000000698,华润双鹤,1,1,0,3,0,,
H-DEMO-00699,索磷布韦,sofosbuvir,Sovaldi,10ml,注射液,IV,J05XX01,1484911,8690000000699,正大天晴,1,1,0,3,0,,
H-DEMO-00700,达卡他韦,daclatasvir,Daklinza,5ml,注射液,IV,J05XX01,1597128,8690000000700,豪森药业,1,1,0,3,0,,
H-DEMO-00701,达卡他韦,daclatasvir,Daklinza,10ml,注射液,IV,J05XX01,1597128,8690000000701,人福医药,1,1,0,3,0,,
H-DEMO-00702,达卡他韦,daclatasvir,Daklinza,100ml,注射液,IV,J05XX01,1597128,8690000000702,华北制药,1,1,0,3,0,,
H-DEMO-00703,奈玛特韦利托那韦,nirmatrelvir ritonavir,Paxlovid,5ml,注射液,IV,J05XX01,2587895,8690000000703,扬子江药业,1,1,0,3,0,,
H-DEMO-00704,奈玛特韦利托那韦,nirmatrelvir ritonavir,Paxlovid,10ml,注射液,IV,J05XX01,2587895,8690000000704,恒瑞医药,1,1,0,3,0,,
H-DEMO-00705,奈玛特韦利托那韦,nirmatrelvir ritonavir,Paxlovid,100ml,注射液,IV,J05XX01,2587895,8690000000705,石药集团,1,1,0,3,0,,
H-DEMO-00706,瑞德西韦,remdesivir,Veklury,5ml,注射液,IV,J05XX01,2284718,8690000000706,中国生物,1,1,0,3,0,,
H-DEMO-00707,瑞德西韦,remdesivir,Veklury,10ml,注射液,IV,J05XX01,2284718,8690000000707,拜耳,1,1,0,3,0,,
H-DEMO-00708,瑞德西韦,remdesivir,Veklury,100ml,注射液,IV,J05XX01,2284718,8690000000708,辉瑞,1,1,0,3,0,,
H-DEMO-00709,可待因,codeine,Codeine,50mg,片剂,PO,N02XX01,2670,8690000000709,诺华,1,1,0,0,0,,
H-DEMO-00710,可待因,codeine,Codeine,100mg,片剂,PO,N02XX01,2670,8690000000710,赛诺菲,1,1,0,0,0,,
H-DEMO-00711,可待因,codeine,Codeine,200mg,片剂,PO,N02XX01,2670,8690000000711,AstraZeneca,1,1,0,0,0,,
H-DEMO-00712,氢可酮,hydrocodone,Vicodin,25mg,片剂,PO,N02XX01,5489,8690000000712,罗氏,1,1,0,0,1,,
H-DEMO-00713,氢可酮,hydrocodone,Vicodin,50mg,片剂,PO,N02XX01,5489,8690000000713,齐鲁制药,1,1,0,0,1,,
H-DEMO-00714,氢可酮,hydrocodone,Vicodin,100mg,片剂,PO,N02XX01,5489,8690000000714,复星医药,1,1,0,0,1,,
H-DEMO-00715,羟考酮,oxycodone,OxyContin,50mg,片剂,PO,N02XX01,7804,8690000000715,科伦药业,1,1,0,0,1,,
H-DEMO-00716,羟考酮,oxycodone,OxyContin,100mg,片剂,PO,N02XX01,7804,8690000000716,华润双鹤,1,1,0,0,1,,
H-DEMO-00717,羟考酮,oxycodone,OxyContin,200mg,片剂,PO,N02XX01,7804,8690000000717,正大天晴,1,1,0,0,1,,
H-DEMO-00718,哌替啶,meperidine,Demerol,20mg,片剂,PO,N02XX01,6754,8690000000718,豪森药业,1,1,0,0,0,,
H-DEMO-00719,哌替啶,meperidine,Demerol,25mg,片剂,PO,N02XX01,6754,8690000000719,人福医药,1,1,0,0,0,,
H-DEMO-00720,哌替啶,meperidine,Demerol,50mg,片剂,PO,N02XX01,6754,8690000000720,华北制药,1,1,0,0,0,,
H-DEMO-00721,喷他佐辛,pentazocine,Talwin,50mg,片剂,PO,N02XX01,8013,8690000000721,扬子江药业,1,1,0,0,0,,
H-DEMO-00722,喷他佐辛,pentazocine,Talwin,100mg,片剂,PO,N02XX01,8013,8690000000722,恒瑞医药,1,1,0,0,0,,
H-DEMO-00723,喷他佐辛,pentazocine,Talwin,200mg,片剂,PO,N02XX01,8013,8690000000723,石药集团,1,1,0,0,0,,
H-DEMO-00724,布托啡诺,butorphanol,Stadol,10mg,片剂,PO,N02XX01,1841,8690000000724,中国生物,1,1,0,0,0,,
H-DEMO-00725,布托啡诺,butorphanol,Stadol,20mg,片剂,PO,N02XX01,1841,8690000000725,拜耳,1,1,0,0,0,,
H-DEMO-00726,布托啡诺,butorphanol,Stadol,25mg,片剂,PO,N02XX01,1841,8690000000726,辉瑞,1,1,0,0,0,,
H-DEMO-00727,纳布啡,nalbuphine,Nubain,5mg,片剂,PO,N02XX01,7238,8690000000727,诺华,1,1,0,0,0,,
H-DEMO-00728,纳布啡,nalbuphine,Nubain,10mg,片剂,PO,N02XX01,7238,8690000000728,赛诺菲,1,1,0,0,0,,
H-DEMO-00729,纳布啡,nalbuphine,Nubain,20mg,片剂,PO,N02XX01,7238,8690000000729,AstraZeneca,1,1,0,0,0,,
H-DEMO-00730,氟比洛芬,flurbiprofen,Ansaid,25mg,片剂,PO,N02XX01,4441,8690000000730,罗氏,1,1,0,0,0,,
H-DEMO-00731,氟比洛芬,flurbiprofen,Ansaid,50mg,片剂,PO,N02XX01,4441,8690000000731,齐鲁制药,1,1,0,0,0,,
H-DEMO-00732,氟比洛芬,flurbiprofen,Ansaid,100mg,片剂,PO,N02XX01,4441,8690000000732,复星医药,1,1,0,0,0,,
H-DEMO-00733,酮咯酸,ketorolac,Toradol,5mg,片剂,PO,N02XX01,6130,8690000000733,科伦药业,1,1,0,0,0,,
H-DEMO-00734,酮咯酸,ketorolac,Toradol,10mg,片剂,PO,N02XX01,6130,8690000000734,华润双鹤,1,1,0,0,0,,
H-DEMO-00735,酮咯酸,ketorolac,Toradol,20mg,片剂,PO,N02XX01,6130,8690000000735,正大天晴,1,1,0,0,0,,
H-DEMO-00736,萘普生,naproxen,Aleve,20mg,片剂,PO,N02XX01,7258,8690000000736,豪森药业,1,1,0,0,0,,
H-DEMO-00737,萘普生,naproxen,Aleve,25mg,片剂,PO,N02XX01,7258,8690000000737,人福医药,1,1,0,0,0,,
H-DEMO-00738,萘普生,naproxen,Aleve,50mg,片剂,PO,N02XX01,7258,8690000000738,华北制药,1,1,0,0,0,,
H-DEMO-00739,吲哚美辛,indomethacin,Indocin,10mg,片剂,PO,N02XX01,5781,8690000000739,扬子江药业,1,1,0,0,0,,
H-DEMO-00740,吲哚美辛,indomethacin,Indocin,20mg,片剂,PO,N02XX01,5781,8690000000740,恒瑞医药,1,1,0,0,0,,
H-DEMO-00741,吲哚美辛,indomethacin,Indocin,25mg,片剂,PO,N02XX01,5781,8690000000741,石药集团,1,1,0,0,0,,
H-DEMO-00742,美洛昔康,meloxicam,Mobic,5mg,片剂,PO,N02XX01,41493,8690000000742,中国生物,1,1,0,0,0,,
H-DEMO-00743,美洛昔康,meloxicam,Mobic,10mg,片剂,PO,N02XX01,41493,8690000000743,拜耳,1,1,0,0,0,,
